"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU275"	"Fungi"	"Basidiomycota"	"Ustilaginomycetes"	"Ustilaginales"	"Ustilaginaceae"	"Anthracocystis"	"Anthracocystis_flocculosa"
"OTU276"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_desmazieri"
"OTU277"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Lentitheciaceae"	"Darksidea"	"Darksidea_epsilon"
"OTU278"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	"Diversispora"	NA
"OTU279"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA
"OTU280"	NA	NA	NA	NA	NA	NA	NA
"OTU281"	NA	NA	NA	NA	NA	NA	NA
"OTU282"	NA	NA	NA	NA	NA	NA	NA
"OTU283"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA
"OTU284"	NA	NA	NA	NA	NA	NA	NA
"OTU285"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU286"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	NA
"OTU287"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	NA
"OTU288"	NA	NA	NA	NA	NA	NA	NA
"OTU289"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"OTU290"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Acaulosporaceae"	"Acaulospora"	"Acaulospora_paulinae"
"OTU291"	NA	NA	NA	NA	NA	NA	NA
"OTU292"	NA	NA	NA	NA	NA	NA	NA
"OTU293"	NA	NA	NA	NA	NA	NA	NA
"OTU294"	NA	NA	NA	NA	NA	NA	NA
"OTU295"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_sympodialis"
"OTU296"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	NA
"OTU297"	NA	NA	NA	NA	NA	NA	NA
"OTU298"	NA	NA	NA	NA	NA	NA	NA
"OTU299"	"Fungi"	NA	NA	NA	NA	NA	NA
"OTU300"	NA	NA	NA	NA	NA	NA	NA
"OTU301"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU302"	"Fungi"	"Aphelidiomycota"	"Aphelidiomycetes"	"GS16"	NA	NA	NA
"OTU303"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU304"	NA	NA	NA	NA	NA	NA	NA
"OTU305"	NA	NA	NA	NA	NA	NA	NA
"OTU306"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliales_fam_Incertae_sedis"	"Microdochiella"	"Microdochiella_fusarioides"
"OTU307"	NA	NA	NA	NA	NA	NA	NA
"OTU308"	NA	NA	NA	NA	NA	NA	NA
"OTU309"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_fasciculatus"
"OTU310"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU311"	NA	NA	NA	NA	NA	NA	NA
"OTU312"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Marasmiaceae"	"Marasmius"	"Marasmius_apatelius"
"OTU313"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU314"	NA	NA	NA	NA	NA	NA	NA
"OTU315"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"OTU316"	NA	NA	NA	NA	NA	NA	NA
"OTU317"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU318"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_rishikesha"
"OTU319"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	NA	NA
"OTU320"	NA	NA	NA	NA	NA	NA	NA
"OTU321"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	NA	NA	NA
"OTU322"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_geosporum"
"OTU323"	NA	NA	NA	NA	NA	NA	NA
"OTU324"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"OTU325"	NA	NA	NA	NA	NA	NA	NA
"OTU326"	NA	NA	NA	NA	NA	NA	NA
"OTU327"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU328"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU329"	NA	NA	NA	NA	NA	NA	NA
"OTU330"	NA	NA	NA	NA	NA	NA	NA
"OTU331"	NA	NA	NA	NA	NA	NA	NA
"OTU332"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Mycosphaerellaceae"	"Mycosphaerella"	"Mycosphaerella_tassiana"
"OTU333"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	NA	NA
"OTU334"	NA	NA	NA	NA	NA	NA	NA
"OTU335"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"OTU336"	NA	NA	NA	NA	NA	NA	NA
"OTU337"	NA	NA	NA	NA	NA	NA	NA
"OTU338"	NA	NA	NA	NA	NA	NA	NA
"OTU339"	NA	NA	NA	NA	NA	NA	NA
"OTU340"	NA	NA	NA	NA	NA	NA	NA
"OTU341"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"OTU342"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA
"OTU343"	NA	NA	NA	NA	NA	NA	NA
"OTU344"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_rosicola"
"OTU345"	NA	NA	NA	NA	NA	NA	NA
"OTU346"	NA	NA	NA	NA	NA	NA	NA
"OTU347"	NA	NA	NA	NA	NA	NA	NA
"OTU348"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU349"	NA	NA	NA	NA	NA	NA	NA
"OTU350"	NA	NA	NA	NA	NA	NA	NA
"OTU351"	NA	NA	NA	NA	NA	NA	NA
"OTU352"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	"Dominikia_iranica"
"OTU353"	NA	NA	NA	NA	NA	NA	NA
"OTU354"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU355"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	NA
"OTU356"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Torulaceae"	"Dendryphion"	"Dendryphion_europaeum"
"OTU357"	NA	NA	NA	NA	NA	NA	NA
"OTU358"	NA	NA	NA	NA	NA	NA	NA
"OTU359"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaeta"	NA
"OTU360"	NA	NA	NA	NA	NA	NA	NA
"OTU361"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU362"	NA	NA	NA	NA	NA	NA	NA
"OTU363"	NA	NA	NA	NA	NA	NA	NA
"OTU364"	"Fungi"	"Glomeromycota"	NA	NA	NA	NA	NA
"OTU365"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Lasiobolidium"	"Lasiobolidium_orbiculoides"
"OTU366"	NA	NA	NA	NA	NA	NA	NA
"OTU367"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_heimaeyensis"
"OTU368"	NA	NA	NA	NA	NA	NA	NA
"OTU369"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	NA
"OTU370"	NA	NA	NA	NA	NA	NA	NA
"OTU371"	NA	NA	NA	NA	NA	NA	NA
"OTU372"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Apiosporaceae"	"Arthrinium"	"Arthrinium_malaysianum"
"OTU373"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU374"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"Alternaria_eichhorniae"
"OTU375"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	NA	NA	NA
"OTU376"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_minutissima"
"OTU377"	NA	NA	NA	NA	NA	NA	NA
"OTU378"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU379"	NA	NA	NA	NA	NA	NA	NA
"OTU380"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	NA	NA	NA	NA
"OTU381"	NA	NA	NA	NA	NA	NA	NA
"OTU382"	NA	NA	NA	NA	NA	NA	NA
"OTU383"	NA	NA	NA	NA	NA	NA	NA
"OTU384"	NA	NA	NA	NA	NA	NA	NA
"OTU385"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"OTU386"	NA	NA	NA	NA	NA	NA	NA
"OTU387"	NA	NA	NA	NA	NA	NA	NA
"OTU388"	NA	NA	NA	NA	NA	NA	NA
"OTU389"	NA	NA	NA	NA	NA	NA	NA
"OTU390"	NA	NA	NA	NA	NA	NA	NA
"OTU391"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU392"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Hyaloscyphaceae"	"Cistella"	NA
"OTU393"	NA	NA	NA	NA	NA	NA	NA
"OTU394"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU395"	NA	NA	NA	NA	NA	NA	NA
"OTU396"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"OTU397"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Verrucariales"	"Verrucariaceae"	"Clavascidium"	NA
"OTU398"	NA	NA	NA	NA	NA	NA	NA
"OTU399"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Holtermanniales"	"Holtermanniales_fam_Incertae_sedis"	"Holtermanniella"	"Holtermanniella_takashimae"
"OTU400"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Cystofilobasidiales"	"Cystofilobasidiales_fam_Incertae_sedis"	"Mrakiella"	"Mrakiella_aquatica"
"OTU401"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Trichosporonaceae"	"Apiotrichum"	"Apiotrichum_gracile"
"OTU402"	"Fungi"	NA	NA	NA	NA	NA	NA
"OTU403"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_carnescens"
"OTU404"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Entolomataceae"	"Clitopilus"	"Clitopilus_scyphoides"
"OTU405"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	NA	NA
"OTU406"	NA	NA	NA	NA	NA	NA	NA
"OTU407"	NA	NA	NA	NA	NA	NA	NA
"OTU408"	NA	NA	NA	NA	NA	NA	NA
"OTU409"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Parastagonospora"	NA
"OTU410"	NA	NA	NA	NA	NA	NA	NA
"OTU411"	NA	NA	NA	NA	NA	NA	NA
"OTU412"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	NA
"OTU413"	NA	NA	NA	NA	NA	NA	NA
"OTU414"	NA	NA	NA	NA	NA	NA	NA
"OTU415"	NA	NA	NA	NA	NA	NA	NA
"OTU416"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Morchellaceae"	"Morchella"	"Morchella_importuna"
"OTU417"	NA	NA	NA	NA	NA	NA	NA
"OTU418"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA
"OTU419"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_europaea"
"OTU420"	NA	NA	NA	NA	NA	NA	NA
"OTU421"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Sporormiaceae"	"Preussia"	"Preussia_flanaganii"
"OTU422"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU423"	NA	NA	NA	NA	NA	NA	NA
"OTU424"	NA	NA	NA	NA	NA	NA	NA
"OTU425"	NA	NA	NA	NA	NA	NA	NA
"OTU426"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU427"	NA	NA	NA	NA	NA	NA	NA
"OTU428"	NA	NA	NA	NA	NA	NA	NA
"OTU429"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	"Onygenales_fam_Incertae_sedis"	"Chrysosporium"	"Chrysosporium_pseudomerdarium"
"OTU430"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Cystobasidiales"	"Cystobasidiaceae"	"Occultifur"	NA
"OTU431"	NA	NA	NA	NA	NA	NA	NA
"OTU432"	NA	NA	NA	NA	NA	NA	NA
"OTU433"	NA	NA	NA	NA	NA	NA	NA
"OTU434"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Curvularia"	"Curvularia_inaequalis"
"OTU435"	NA	NA	NA	NA	NA	NA	NA
"OTU436"	NA	NA	NA	NA	NA	NA	NA
"OTU437"	NA	NA	NA	NA	NA	NA	NA
"OTU438"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_luteum"
"OTU439"	NA	NA	NA	NA	NA	NA	NA
"OTU440"	NA	NA	NA	NA	NA	NA	NA
"OTU441"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU442"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Xylariaceae"	"Hypoxylon"	NA
"OTU443"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU444"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU445"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_merdicola"
"OTU446"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU447"	NA	NA	NA	NA	NA	NA	NA
"OTU448"	NA	NA	NA	NA	NA	NA	NA
"OTU449"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU450"	NA	NA	NA	NA	NA	NA	NA
"OTU451"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	NA	NA
"OTU452"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	"Spizellomyces"	"Spizellomyces_punctatus"
"OTU453"	NA	NA	NA	NA	NA	NA	NA
"OTU454"	NA	NA	NA	NA	NA	NA	NA
"OTU455"	NA	NA	NA	NA	NA	NA	NA
"OTU456"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Polyporales"	"Polyporaceae"	"Coriolopsis"	"Coriolopsis_gallica"
"OTU457"	NA	NA	NA	NA	NA	NA	NA
"OTU458"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"OTU459"	"Fungi"	"Ascomycota"	"Laboulbeniomycetes"	"Pyxidiophorales"	"Pyxidiophoraceae"	"Pyxidiophora"	"Pyxidiophora_arvernensis"
"OTU460"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_exigua"
"OTU461"	"Fungi"	NA	NA	NA	NA	NA	NA
"OTU462"	NA	NA	NA	NA	NA	NA	NA
"OTU463"	NA	NA	NA	NA	NA	NA	NA
"OTU464"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	NA	NA
"OTU465"	NA	NA	NA	NA	NA	NA	NA
"OTU466"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Dothideales"	"Aureobasidiaceae"	"Aureobasidium"	"Aureobasidium_pullulans"
"OTU467"	NA	NA	NA	NA	NA	NA	NA
"OTU468"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Bipolaris"	"Bipolaris_sorokiniana"
"OTU469"	NA	NA	NA	NA	NA	NA	NA
"OTU470"	NA	NA	NA	NA	NA	NA	NA
"OTU471"	NA	NA	NA	NA	NA	NA	NA
"OTU472"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"OTU473"	NA	NA	NA	NA	NA	NA	NA
"OTU474"	NA	NA	NA	NA	NA	NA	NA
"OTU475"	NA	NA	NA	NA	NA	NA	NA
"OTU476"	NA	NA	NA	NA	NA	NA	NA
"OTU477"	NA	NA	NA	NA	NA	NA	NA
"OTU478"	NA	NA	NA	NA	NA	NA	NA
"OTU479"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Lindgomycetaceae"	"Clohesyomyces"	NA
"OTU480"	NA	NA	NA	NA	NA	NA	NA
"OTU481"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"
"OTU482"	NA	NA	NA	NA	NA	NA	NA
"OTU483"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Byssonectria"	"Byssonectria_fusispora"
"OTU484"	NA	NA	NA	NA	NA	NA	NA
"OTU485"	NA	NA	NA	NA	NA	NA	NA
"OTU486"	NA	NA	NA	NA	NA	NA	NA
"OTU487"	NA	NA	NA	NA	NA	NA	NA
"OTU488"	NA	NA	NA	NA	NA	NA	NA
"OTU489"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Crepidotaceae"	"Crepidotus"	"Crepidotus_variabilis"
"OTU490"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	NA	NA	NA
"OTU491"	NA	NA	NA	NA	NA	NA	NA
"OTU492"	NA	NA	NA	NA	NA	NA	NA
"OTU493"	NA	NA	NA	NA	NA	NA	NA
"OTU494"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	"Rhizophydiales_fam_Incertae_sedis"	"Operculomyces"	"Operculomyces_laminatus"
"OTU495"	NA	NA	NA	NA	NA	NA	NA
"OTU496"	NA	NA	NA	NA	NA	NA	NA
"OTU497"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Trichomonascaceae"	"Wickerhamiella"	"Wickerhamiella_infanticola"
"OTU498"	NA	NA	NA	NA	NA	NA	NA
"OTU499"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	"Coprinopsis_pachyderma"
"OTU500"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymosphaeriaceae"	"Pseudopithomyces"	"Pseudopithomyces_rosae"
"OTU501"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU502"	NA	NA	NA	NA	NA	NA	NA
"OTU503"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU504"	NA	NA	NA	NA	NA	NA	NA
"OTU505"	NA	NA	NA	NA	NA	NA	NA
"OTU506"	NA	NA	NA	NA	NA	NA	NA
"OTU507"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Auriculariales"	"Auriculariales_fam_Incertae_sedis"	"Oliveonia"	"Oliveonia_pauxilla"
"OTU508"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	"Serendipitaceae"	NA	NA
"OTU509"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU510"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	"Terramycetaceae"	"Boothiomyces"	"Boothiomyces_macroporosum"
"OTU511"	NA	NA	NA	NA	NA	NA	NA
"OTU512"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU513"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	"Ceratobasidium"	NA
"OTU514"	NA	NA	NA	NA	NA	NA	NA
"OTU515"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	NA	NA	NA
"OTU516"	NA	NA	NA	NA	NA	NA	NA
"OTU517"	NA	NA	NA	NA	NA	NA	NA
"OTU518"	NA	NA	NA	NA	NA	NA	NA
"OTU519"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Lentitheciaceae"	"Darksidea"	"Darksidea_epsilon"
"OTU520"	NA	NA	NA	NA	NA	NA	NA
"OTU521"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_compressum"
"OTU522"	NA	NA	NA	NA	NA	NA	NA
"OTU523"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Xylariales_fam_Incertae_sedis"	"Pseudoanthostomella"	"Pseudoanthostomella_conorum"
"OTU524"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_sacchariolens"
"OTU525"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	"Ceratobasidium"	NA
"OTU526"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Septoglomus"	NA
"OTU527"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Dioszegia"	"Dioszegia_zsoltii_var._yunnanensis"
"OTU528"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Bolbitiaceae"	"Conocybe"	"Conocybe_moseri"
"OTU529"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU530"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU531"	NA	NA	NA	NA	NA	NA	NA
"OTU532"	NA	NA	NA	NA	NA	NA	NA
"OTU533"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Trichosporonaceae"	"Apiotrichum"	"Apiotrichum_scarabaeorum"
"OTU534"	NA	NA	NA	NA	NA	NA	NA
"OTU535"	NA	NA	NA	NA	NA	NA	NA
"OTU536"	NA	NA	NA	NA	NA	NA	NA
"OTU537"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliaceae"	NA	NA
"OTU538"	"Fungi"	"Ascomycota"	"Laboulbeniomycetes"	"Pyxidiophorales"	NA	NA	NA
"OTU539"	NA	NA	NA	NA	NA	NA	NA
"OTU540"	NA	NA	NA	NA	NA	NA	NA
"OTU541"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Hyaloscyphaceae"	"Cistella"	NA
"OTU542"	NA	NA	NA	NA	NA	NA	NA
"OTU543"	NA	NA	NA	NA	NA	NA	NA
"OTU544"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU545"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU546"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_arunalokei"
"OTU547"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Saccharomycodaceae"	"Hanseniaspora"	NA
"OTU548"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU549"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Erythrobasidiales"	NA	NA	NA
"OTU550"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU551"	NA	NA	NA	NA	NA	NA	NA
"OTU552"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Erythrobasidiales"	"Erythrobasidiaceae"	"Erythrobasidium"	"Erythrobasidium_hasegawianum"
"OTU553"	NA	NA	NA	NA	NA	NA	NA
"OTU554"	NA	NA	NA	NA	NA	NA	NA
"OTU555"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Scutellinia"	NA
"OTU556"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Cystobasidiales"	"Cystobasidiaceae"	"Cystobasidium"	"Cystobasidium_pinicola"
"OTU557"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliales_fam_Incertae_sedis"	"Vermispora"	"Vermispora_fusarina"
"OTU558"	NA	NA	NA	NA	NA	NA	NA
"OTU559"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Sporidiobolales"	"Sporidiobolaceae"	"Sporobolomyces"	"Sporobolomyces_ruberrimus"
