"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV285"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV286"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV287"	NA	NA	NA	NA	NA	NA	NA
"ASV288"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Septoglomus"	NA
"ASV289"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	"Dominikia_iranica"
"ASV290"	NA	NA	NA	NA	NA	NA	NA
"ASV291"	NA	NA	NA	NA	NA	NA	NA
"ASV292"	NA	NA	NA	NA	NA	NA	NA
"ASV293"	NA	NA	NA	NA	NA	NA	NA
"ASV294"	NA	NA	NA	NA	NA	NA	NA
"ASV295"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Periconiaceae"	"Periconia"	NA
"ASV296"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV297"	NA	NA	NA	NA	NA	NA	NA
"ASV298"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV299"	NA	NA	NA	NA	NA	NA	NA
"ASV300"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Agaricaceae"	"Coprinus"	"Coprinus_phaeopunctatus"
"ASV301"	NA	NA	NA	NA	NA	NA	NA
"ASV302"	NA	NA	NA	NA	NA	NA	NA
"ASV303"	NA	NA	NA	NA	NA	NA	NA
"ASV304"	NA	NA	NA	NA	NA	NA	NA
"ASV305"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV306"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV307"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV308"	"Fungi"	"Basidiomycota"	"Ustilaginomycetes"	"Ustilaginales"	"Ustilaginaceae"	"Ustilago"	"Ustilago_maydis"
"ASV309"	NA	NA	NA	NA	NA	NA	NA
"ASV310"	NA	NA	NA	NA	NA	NA	NA
"ASV311"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	NA	NA
"ASV312"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV313"	NA	NA	NA	NA	NA	NA	NA
"ASV314"	NA	NA	NA	NA	NA	NA	NA
"ASV315"	NA	NA	NA	NA	NA	NA	NA
"ASV316"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Septoglomus"	"Septoglomus_viscosum"
"ASV317"	NA	NA	NA	NA	NA	NA	NA
"ASV318"	NA	NA	NA	NA	NA	NA	NA
"ASV319"	NA	NA	NA	NA	NA	NA	NA
"ASV320"	NA	NA	NA	NA	NA	NA	NA
"ASV321"	NA	NA	NA	NA	NA	NA	NA
"ASV322"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV323"	NA	NA	NA	NA	NA	NA	NA
"ASV324"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV325"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV326"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV327"	NA	NA	NA	NA	NA	NA	NA
"ASV328"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV329"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	"Dominikia_bernensis"
"ASV330"	NA	NA	NA	NA	NA	NA	NA
"ASV331"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV332"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Periconiaceae"	"Periconia"	NA
"ASV333"	NA	NA	NA	NA	NA	NA	NA
"ASV334"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV335"	NA	NA	NA	NA	NA	NA	NA
"ASV336"	NA	NA	NA	NA	NA	NA	NA
"ASV337"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV338"	NA	NA	NA	NA	NA	NA	NA
"ASV339"	NA	NA	NA	NA	NA	NA	NA
"ASV340"	NA	NA	NA	NA	NA	NA	NA
"ASV341"	NA	NA	NA	NA	NA	NA	NA
"ASV342"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV343"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"ASV344"	NA	NA	NA	NA	NA	NA	NA
"ASV345"	NA	NA	NA	NA	NA	NA	NA
"ASV346"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV347"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV348"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV349"	NA	NA	NA	NA	NA	NA	NA
"ASV350"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV351"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV352"	"Fungi"	"Olpidiomycota"	"Olpidiomycetes"	"Olpidiales"	"Olpidiaceae"	"Olpidium"	"Olpidium_brassicae"
"ASV353"	NA	NA	NA	NA	NA	NA	NA
"ASV354"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV355"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	NA
"ASV356"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_lamellosum"
"ASV357"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV358"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV359"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV360"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV361"	NA	NA	NA	NA	NA	NA	NA
"ASV362"	NA	NA	NA	NA	NA	NA	NA
"ASV363"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	"Dominikia_iranica"
"ASV364"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"ASV365"	"Fungi"	"Olpidiomycota"	"Olpidiomycetes"	"Olpidiales"	"Olpidiaceae"	"Olpidium"	"Olpidium_brassicae"
"ASV366"	NA	NA	NA	NA	NA	NA	NA
"ASV367"	NA	NA	NA	NA	NA	NA	NA
"ASV368"	NA	NA	NA	NA	NA	NA	NA
"ASV369"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_mosseae"
"ASV370"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"ASV371"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Setophoma"	"Setophoma_terrestris"
"ASV372"	NA	NA	NA	NA	NA	NA	NA
"ASV373"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV374"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_mosseae"
"ASV375"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV376"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV377"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV378"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	"Ceratobasidium"	NA
"ASV379"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Magnaporthales"	"Magnaporthaceae"	"Slopeiomyces"	"Slopeiomyces_cylindrosporus"
"ASV380"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV381"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV382"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV383"	NA	NA	NA	NA	NA	NA	NA
"ASV384"	NA	NA	NA	NA	NA	NA	NA
"ASV385"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"ASV386"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV387"	NA	NA	NA	NA	NA	NA	NA
"ASV388"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	"Phialophora"	"Phialophora_mustea"
"ASV389"	NA	NA	NA	NA	NA	NA	NA
"ASV390"	NA	NA	NA	NA	NA	NA	NA
"ASV391"	NA	NA	NA	NA	NA	NA	NA
"ASV392"	NA	NA	NA	NA	NA	NA	NA
"ASV393"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV394"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV395"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"ASV396"	NA	NA	NA	NA	NA	NA	NA
"ASV397"	NA	NA	NA	NA	NA	NA	NA
"ASV398"	NA	NA	NA	NA	NA	NA	NA
"ASV399"	NA	NA	NA	NA	NA	NA	NA
"ASV400"	NA	NA	NA	NA	NA	NA	NA
"ASV401"	NA	NA	NA	NA	NA	NA	NA
"ASV402"	NA	NA	NA	NA	NA	NA	NA
"ASV403"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"ASV404"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV405"	NA	NA	NA	NA	NA	NA	NA
"ASV406"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV407"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV408"	NA	NA	NA	NA	NA	NA	NA
"ASV409"	NA	NA	NA	NA	NA	NA	NA
"ASV410"	NA	NA	NA	NA	NA	NA	NA
"ASV411"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV412"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV413"	NA	NA	NA	NA	NA	NA	NA
"ASV414"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV415"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Tremellaceae"	"Bulleromyces"	"Bulleromyces_albus"
"ASV416"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV417"	NA	NA	NA	NA	NA	NA	NA
"ASV418"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_intraradices"
"ASV419"	NA	NA	NA	NA	NA	NA	NA
"ASV420"	NA	NA	NA	NA	NA	NA	NA
"ASV421"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	NA	NA
"ASV422"	NA	NA	NA	NA	NA	NA	NA
"ASV423"	NA	NA	NA	NA	NA	NA	NA
"ASV424"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Septoglomus"	"Septoglomus_viscosum"
"ASV425"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_mosseae"
"ASV426"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	NA	NA
"ASV427"	NA	NA	NA	NA	NA	NA	NA
"ASV428"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	NA
"ASV429"	NA	NA	NA	NA	NA	NA	NA
"ASV430"	NA	NA	NA	NA	NA	NA	NA
"ASV431"	NA	NA	NA	NA	NA	NA	NA
"ASV432"	NA	NA	NA	NA	NA	NA	NA
"ASV433"	NA	NA	NA	NA	NA	NA	NA
"ASV434"	NA	NA	NA	NA	NA	NA	NA
"ASV435"	NA	NA	NA	NA	NA	NA	NA
"ASV436"	NA	NA	NA	NA	NA	NA	NA
"ASV437"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV438"	NA	NA	NA	NA	NA	NA	NA
"ASV439"	NA	NA	NA	NA	NA	NA	NA
"ASV440"	"Fungi"	"Glomeromycota"	NA	NA	NA	NA	NA
"ASV441"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Cystofilobasidiales"	"Mrakiaceae"	"Mrakia"	"Mrakia_frigida"
"ASV442"	NA	NA	NA	NA	NA	NA	NA
"ASV443"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV444"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"ASV445"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV446"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV447"	NA	NA	NA	NA	NA	NA	NA
"ASV448"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	NA	NA
"ASV449"	NA	NA	NA	NA	NA	NA	NA
"ASV450"	NA	NA	NA	NA	NA	NA	NA
"ASV451"	NA	NA	NA	NA	NA	NA	NA
"ASV452"	NA	NA	NA	NA	NA	NA	NA
"ASV453"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV454"	NA	NA	NA	NA	NA	NA	NA
"ASV455"	NA	NA	NA	NA	NA	NA	NA
"ASV456"	NA	NA	NA	NA	NA	NA	NA
"ASV457"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV458"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV459"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV460"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV461"	NA	NA	NA	NA	NA	NA	NA
"ASV462"	NA	NA	NA	NA	NA	NA	NA
"ASV463"	NA	NA	NA	NA	NA	NA	NA
"ASV464"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV465"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_geosporum"
"ASV466"	NA	NA	NA	NA	NA	NA	NA
"ASV467"	NA	NA	NA	NA	NA	NA	NA
"ASV468"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV469"	NA	NA	NA	NA	NA	NA	NA
"ASV470"	NA	NA	NA	NA	NA	NA	NA
"ASV471"	NA	NA	NA	NA	NA	NA	NA
"ASV472"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	NA
"ASV473"	NA	NA	NA	NA	NA	NA	NA
"ASV474"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV475"	"Fungi"	"Glomeromycota"	NA	NA	NA	NA	NA
"ASV476"	NA	NA	NA	NA	NA	NA	NA
"ASV477"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV478"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV479"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV480"	NA	NA	NA	NA	NA	NA	NA
"ASV481"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_victoriae"
"ASV482"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV483"	NA	NA	NA	NA	NA	NA	NA
"ASV484"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	NA
"ASV485"	NA	NA	NA	NA	NA	NA	NA
"ASV486"	NA	NA	NA	NA	NA	NA	NA
"ASV487"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	NA
"ASV488"	NA	NA	NA	NA	NA	NA	NA
"ASV489"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_intraradices"
"ASV490"	"Fungi"	"Olpidiomycota"	"Olpidiomycetes"	"Olpidiales"	"Olpidiaceae"	"Olpidium"	"Olpidium_brassicae"
"ASV491"	NA	NA	NA	NA	NA	NA	NA
"ASV492"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV493"	NA	NA	NA	NA	NA	NA	NA
"ASV494"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV495"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Neosetophoma"	"Neosetophoma_rosigena"
"ASV496"	NA	NA	NA	NA	NA	NA	NA
"ASV497"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	NA	NA
"ASV498"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV499"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"ASV500"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_claroideum"
"ASV501"	NA	NA	NA	NA	NA	NA	NA
"ASV502"	NA	NA	NA	NA	NA	NA	NA
"ASV503"	NA	NA	NA	NA	NA	NA	NA
"ASV504"	NA	NA	NA	NA	NA	NA	NA
"ASV505"	NA	NA	NA	NA	NA	NA	NA
"ASV506"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_restricta"
"ASV507"	NA	NA	NA	NA	NA	NA	NA
"ASV508"	NA	NA	NA	NA	NA	NA	NA
"ASV509"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_restricta"
"ASV510"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"ASV511"	NA	NA	NA	NA	NA	NA	NA
"ASV512"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	"Coprinopsis_urticicola"
"ASV513"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV514"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV515"	NA	NA	NA	NA	NA	NA	NA
"ASV516"	"Fungi"	"Glomeromycota"	NA	NA	NA	NA	NA
"ASV517"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"ASV518"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_mosseae"
"ASV519"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV520"	NA	NA	NA	NA	NA	NA	NA
"ASV521"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_mosseae"
"ASV522"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"
"ASV523"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV524"	NA	NA	NA	NA	NA	NA	NA
"ASV525"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV526"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	NA	NA	NA	NA
"ASV527"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV528"	NA	NA	NA	NA	NA	NA	NA
"ASV529"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaetopsis"	"Pyrenochaetopsis_leptospora"
"ASV530"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV531"	NA	NA	NA	NA	NA	NA	NA
"ASV532"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_restricta"
"ASV533"	NA	NA	NA	NA	NA	NA	NA
"ASV534"	NA	NA	NA	NA	NA	NA	NA
"ASV535"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"Paraphoma_rhaphiolepidis"
"ASV536"	NA	NA	NA	NA	NA	NA	NA
"ASV537"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	NA
"ASV538"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV539"	NA	NA	NA	NA	NA	NA	NA
"ASV540"	NA	NA	NA	NA	NA	NA	NA
"ASV541"	NA	NA	NA	NA	NA	NA	NA
"ASV542"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV543"	NA	NA	NA	NA	NA	NA	NA
"ASV544"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	NA
"ASV545"	NA	NA	NA	NA	NA	NA	NA
"ASV546"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"
"ASV547"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV548"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV549"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV550"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"ASV551"	NA	NA	NA	NA	NA	NA	NA
"ASV552"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_mosseae"
"ASV553"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Rhizophagus"	"Rhizophagus_irregularis"
"ASV554"	NA	NA	NA	NA	NA	NA	NA
"ASV555"	NA	NA	NA	NA	NA	NA	NA
"ASV556"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV557"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV558"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV559"	NA	NA	NA	NA	NA	NA	NA
"ASV560"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"
"ASV561"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV562"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV563"	NA	NA	NA	NA	NA	NA	NA
"ASV564"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV565"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV566"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_globosa"
"ASV567"	NA	NA	NA	NA	NA	NA	NA
"ASV568"	NA	NA	NA	NA	NA	NA	NA
"ASV569"	NA	NA	NA	NA	NA	NA	NA
"ASV570"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV571"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA
