"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU579"	NA	NA	NA	NA	NA	NA	NA
"OTU580"	"Fungi"	"Basidiomycota"	"Ustilaginomycetes"	"Ustilaginales"	"Ustilaginaceae"	NA	NA
"OTU581"	NA	NA	NA	NA	NA	NA	NA
"OTU582"	NA	NA	NA	NA	NA	NA	NA
"OTU583"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Morchellaceae"	"Morchella"	"Morchella_importuna"
"OTU584"	NA	NA	NA	NA	NA	NA	NA
"OTU585"	NA	NA	NA	NA	NA	NA	NA
"OTU586"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA
"OTU587"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Trichosporonaceae"	"Apiotrichum"	"Apiotrichum_gracile"
"OTU588"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_europaea"
"OTU589"	NA	NA	NA	NA	NA	NA	NA
"OTU590"	NA	NA	NA	NA	NA	NA	NA
"OTU591"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Sporormiaceae"	"Preussia"	"Preussia_flanaganii"
"OTU592"	"Fungi"	"Aphelidiomycota"	"Aphelidiomycetes"	"GS16"	NA	NA	NA
"OTU593"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU594"	NA	NA	NA	NA	NA	NA	NA
"OTU595"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Entolomataceae"	"Clitopilus"	"Clitopilus_scyphoides"
"OTU596"	NA	NA	NA	NA	NA	NA	NA
"OTU597"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Verrucariales"	"Verrucariaceae"	"Clavascidium"	NA
"OTU598"	NA	NA	NA	NA	NA	NA	NA
"OTU599"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU600"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU601"	NA	NA	NA	NA	NA	NA	NA
"OTU602"	NA	NA	NA	NA	NA	NA	NA
"OTU603"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	"Onygenales_fam_Incertae_sedis"	"Chrysosporium"	"Chrysosporium_pseudomerdarium"
"OTU604"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Cystobasidiales"	"Cystobasidiaceae"	"Occultifur"	NA
"OTU605"	NA	NA	NA	NA	NA	NA	NA
"OTU606"	NA	NA	NA	NA	NA	NA	NA
"OTU607"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Curvularia"	"Curvularia_inaequalis"
"OTU608"	NA	NA	NA	NA	NA	NA	NA
"OTU609"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU610"	NA	NA	NA	NA	NA	NA	NA
"OTU611"	NA	NA	NA	NA	NA	NA	NA
"OTU612"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU613"	NA	NA	NA	NA	NA	NA	NA
"OTU614"	NA	NA	NA	NA	NA	NA	NA
"OTU615"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Hyaloscyphaceae"	"Cistella"	NA
"OTU616"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_luteum"
"OTU617"	NA	NA	NA	NA	NA	NA	NA
"OTU618"	NA	NA	NA	NA	NA	NA	NA
"OTU619"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU620"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Xylariaceae"	"Hypoxylon"	NA
"OTU621"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU622"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU623"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_merdicola"
"OTU624"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU625"	NA	NA	NA	NA	NA	NA	NA
"OTU626"	NA	NA	NA	NA	NA	NA	NA
"OTU627"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU628"	NA	NA	NA	NA	NA	NA	NA
"OTU629"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	NA	NA
"OTU630"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	"Spizellomyces"	"Spizellomyces_punctatus"
"OTU631"	NA	NA	NA	NA	NA	NA	NA
"OTU632"	NA	NA	NA	NA	NA	NA	NA
"OTU633"	NA	NA	NA	NA	NA	NA	NA
"OTU634"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Polyporales"	"Polyporaceae"	"Coriolopsis"	"Coriolopsis_gallica"
"OTU635"	NA	NA	NA	NA	NA	NA	NA
"OTU636"	NA	NA	NA	NA	NA	NA	NA
"OTU637"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"OTU638"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Cystofilobasidiales"	"Mrakiaceae"	"Mrakia"	"Mrakia_frigida"
"OTU639"	"Fungi"	"Ascomycota"	"Laboulbeniomycetes"	"Pyxidiophorales"	"Pyxidiophoraceae"	"Pyxidiophora"	"Pyxidiophora_arvernensis"
"OTU640"	NA	NA	NA	NA	NA	NA	NA
"OTU641"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_exigua"
"OTU642"	"Fungi"	NA	NA	NA	NA	NA	NA
"OTU643"	NA	NA	NA	NA	NA	NA	NA
"OTU644"	NA	NA	NA	NA	NA	NA	NA
"OTU645"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	NA	NA
"OTU646"	NA	NA	NA	NA	NA	NA	NA
"OTU647"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Dothideales"	"Aureobasidiaceae"	"Aureobasidium"	"Aureobasidium_pullulans"
"OTU648"	NA	NA	NA	NA	NA	NA	NA
"OTU649"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Bipolaris"	"Bipolaris_sorokiniana"
"OTU650"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Hyaloscyphaceae"	"Cistella"	NA
"OTU651"	NA	NA	NA	NA	NA	NA	NA
"OTU652"	NA	NA	NA	NA	NA	NA	NA
"OTU653"	NA	NA	NA	NA	NA	NA	NA
"OTU654"	NA	NA	NA	NA	NA	NA	NA
"OTU655"	NA	NA	NA	NA	NA	NA	NA
"OTU656"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"OTU657"	NA	NA	NA	NA	NA	NA	NA
"OTU658"	NA	NA	NA	NA	NA	NA	NA
"OTU659"	NA	NA	NA	NA	NA	NA	NA
"OTU660"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	"Rhizoctonia"	NA
"OTU661"	NA	NA	NA	NA	NA	NA	NA
"OTU662"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_claroideum"
"OTU663"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU664"	NA	NA	NA	NA	NA	NA	NA
"OTU665"	NA	NA	NA	NA	NA	NA	NA
"OTU666"	NA	NA	NA	NA	NA	NA	NA
"OTU667"	NA	NA	NA	NA	NA	NA	NA
"OTU668"	NA	NA	NA	NA	NA	NA	NA
"OTU669"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Lindgomycetaceae"	"Clohesyomyces"	NA
"OTU670"	NA	NA	NA	NA	NA	NA	NA
"OTU671"	NA	NA	NA	NA	NA	NA	NA
"OTU672"	NA	NA	NA	NA	NA	NA	NA
"OTU673"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"
"OTU674"	NA	NA	NA	NA	NA	NA	NA
"OTU675"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Byssonectria"	"Byssonectria_fusispora"
"OTU676"	NA	NA	NA	NA	NA	NA	NA
"OTU677"	NA	NA	NA	NA	NA	NA	NA
"OTU678"	NA	NA	NA	NA	NA	NA	NA
"OTU679"	NA	NA	NA	NA	NA	NA	NA
"OTU680"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Verrucariales"	"Verrucariaceae"	"Clavascidium"	NA
"OTU681"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_claroideum"
"OTU682"	NA	NA	NA	NA	NA	NA	NA
"OTU683"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Crepidotaceae"	"Crepidotus"	"Crepidotus_variabilis"
"OTU684"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	NA	NA	NA
"OTU685"	NA	NA	NA	NA	NA	NA	NA
"OTU686"	NA	NA	NA	NA	NA	NA	NA
"OTU687"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"OTU688"	NA	NA	NA	NA	NA	NA	NA
"OTU689"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	"Rhizophydiales_fam_Incertae_sedis"	"Operculomyces"	"Operculomyces_laminatus"
"OTU690"	NA	NA	NA	NA	NA	NA	NA
"OTU691"	NA	NA	NA	NA	NA	NA	NA
"OTU692"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Trichomonascaceae"	"Wickerhamiella"	"Wickerhamiella_infanticola"
"OTU693"	NA	NA	NA	NA	NA	NA	NA
"OTU694"	NA	NA	NA	NA	NA	NA	NA
"OTU695"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	"Coprinopsis_pachyderma"
"OTU696"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymosphaeriaceae"	"Pseudopithomyces"	"Pseudopithomyces_rosae"
"OTU697"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU698"	NA	NA	NA	NA	NA	NA	NA
"OTU699"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU700"	NA	NA	NA	NA	NA	NA	NA
"OTU701"	NA	NA	NA	NA	NA	NA	NA
"OTU702"	NA	NA	NA	NA	NA	NA	NA
"OTU703"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Auriculariales"	"Auriculariales_fam_Incertae_sedis"	"Oliveonia"	"Oliveonia_pauxilla"
"OTU704"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Xylariales_fam_Incertae_sedis"	"Pseudoanthostomella"	"Pseudoanthostomella_conorum"
"OTU705"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	"Serendipitaceae"	NA	NA
"OTU706"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU707"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU708"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	"Terramycetaceae"	"Boothiomyces"	"Boothiomyces_macroporosum"
"OTU709"	NA	NA	NA	NA	NA	NA	NA
"OTU710"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU711"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	"Ceratobasidium"	NA
"OTU712"	NA	NA	NA	NA	NA	NA	NA
"OTU713"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	"Coprinopsis_urticicola"
"OTU714"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	NA	NA	NA
"OTU715"	NA	NA	NA	NA	NA	NA	NA
"OTU716"	NA	NA	NA	NA	NA	NA	NA
"OTU717"	NA	NA	NA	NA	NA	NA	NA
"OTU718"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Lentitheciaceae"	"Darksidea"	"Darksidea_epsilon"
"OTU719"	NA	NA	NA	NA	NA	NA	NA
"OTU720"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Entolomataceae"	"Clitopilus"	"Clitopilus_scyphoides"
"OTU721"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_compressum"
"OTU722"	NA	NA	NA	NA	NA	NA	NA
"OTU723"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Xylariales_fam_Incertae_sedis"	"Pseudoanthostomella"	"Pseudoanthostomella_conorum"
"OTU724"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_sacchariolens"
"OTU725"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaeta"	NA
"OTU726"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	"Ceratobasidium"	NA
"OTU727"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Septoglomus"	NA
"OTU728"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Dioszegia"	"Dioszegia_zsoltii_var._yunnanensis"
"OTU729"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Bolbitiaceae"	"Conocybe"	"Conocybe_moseri"
"OTU730"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU731"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU732"	NA	NA	NA	NA	NA	NA	NA
"OTU733"	NA	NA	NA	NA	NA	NA	NA
"OTU734"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Trichosporonaceae"	"Apiotrichum"	"Apiotrichum_scarabaeorum"
"OTU735"	NA	NA	NA	NA	NA	NA	NA
"OTU736"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	"Dominikia_iranica"
"OTU737"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Trichosporonaceae"	"Apiotrichum"	"Apiotrichum_gracile"
"OTU738"	NA	NA	NA	NA	NA	NA	NA
"OTU739"	NA	NA	NA	NA	NA	NA	NA
"OTU740"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliaceae"	NA	NA
"OTU741"	"Fungi"	"Ascomycota"	"Laboulbeniomycetes"	"Pyxidiophorales"	NA	NA	NA
"OTU742"	NA	NA	NA	NA	NA	NA	NA
"OTU743"	NA	NA	NA	NA	NA	NA	NA
"OTU744"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Hyaloscyphaceae"	"Cistella"	NA
"OTU745"	NA	NA	NA	NA	NA	NA	NA
"OTU746"	NA	NA	NA	NA	NA	NA	NA
"OTU747"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU748"	NA	NA	NA	NA	NA	NA	NA
"OTU749"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Cystofilobasidiales"	"Cystofilobasidiaceae"	"Cystofilobasidium"	"Cystofilobasidium_macerans"
"OTU750"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU751"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU752"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_arunalokei"
"OTU753"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Saccharomycodaceae"	"Hanseniaspora"	NA
"OTU754"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU755"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Erythrobasidiales"	NA	NA	NA
"OTU756"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU757"	NA	NA	NA	NA	NA	NA	NA
"OTU758"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Erythrobasidiales"	"Erythrobasidiaceae"	"Erythrobasidium"	"Erythrobasidium_hasegawianum"
"OTU759"	NA	NA	NA	NA	NA	NA	NA
"OTU760"	NA	NA	NA	NA	NA	NA	NA
"OTU761"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Scutellinia"	NA
"OTU762"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinellus"	"Coprinellus_fuscocystidiatus"
"OTU763"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Cystobasidiales"	"Cystobasidiaceae"	"Cystobasidium"	"Cystobasidium_pinicola"
"OTU764"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliales_fam_Incertae_sedis"	"Vermispora"	"Vermispora_fusarina"
"OTU765"	NA	NA	NA	NA	NA	NA	NA
"OTU766"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Sporidiobolales"	"Sporidiobolaceae"	"Sporobolomyces"	"Sporobolomyces_ruberrimus"
"OTU767"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Tetragoniomycetaceae"	"Tetragoniomyces"	"Tetragoniomyces_uliginosus"
"OTU768"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Trimorphomycetaceae"	"Saitozyma"	"Saitozyma_podzolica"
"OTU769"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Auriculariales"	"Auriculariaceae"	"Auricularia"	NA
"OTU770"	NA	NA	NA	NA	NA	NA	NA
"OTU771"	NA	NA	NA	NA	NA	NA	NA
"OTU772"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Phaeosphaeria"	NA
"OTU773"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Sporidiobolales"	"Sporidiobolaceae"	"Sporobolomyces"	"Sporobolomyces_roseus"
"OTU774"	NA	NA	NA	NA	NA	NA	NA
"OTU775"	NA	NA	NA	NA	NA	NA	NA
"OTU776"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricomycetes_ord_Incertae_sedis"	"Agaricomycetes_fam_Incertae_sedis"	"Akenomyces"	"Akenomyces_costatus"
"OTU777"	NA	NA	NA	NA	NA	NA	NA
"OTU778"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU779"	NA	NA	NA	NA	NA	NA	NA
"OTU780"	NA	NA	NA	NA	NA	NA	NA
"OTU781"	NA	NA	NA	NA	NA	NA	NA
"OTU782"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	NA	NA
"OTU783"	NA	NA	NA	NA	NA	NA	NA
"OTU784"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_kellermanii"
"OTU785"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Tremellaceae"	"Cryptococcus"	"Cryptococcus_aspenensis"
"OTU786"	NA	NA	NA	NA	NA	NA	NA
"OTU787"	"Fungi"	"Aphelidiomycota"	"Aphelidiomycetes"	"GS16"	NA	NA	NA
"OTU788"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_rishikesha"
