"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU571"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymosphaeriaceae"	"Pseudopithomyces"	"Pseudopithomyces_rosae"
"OTU572"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU573"	NA	NA	NA	NA	NA	NA	NA
"OTU574"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU575"	NA	NA	NA	NA	NA	NA	NA
"OTU576"	NA	NA	NA	NA	NA	NA	NA
"OTU577"	NA	NA	NA	NA	NA	NA	NA
"OTU578"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Auriculariales"	"Auriculariales_fam_Incertae_sedis"	"Oliveonia"	"Oliveonia_pauxilla"
"OTU579"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Xylariales_fam_Incertae_sedis"	"Pseudoanthostomella"	"Pseudoanthostomella_conorum"
"OTU580"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	"Serendipitaceae"	NA	NA
"OTU581"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU582"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	"Terramycetaceae"	"Boothiomyces"	"Boothiomyces_macroporosum"
"OTU583"	NA	NA	NA	NA	NA	NA	NA
"OTU584"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU585"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	"Ceratobasidium"	NA
"OTU586"	NA	NA	NA	NA	NA	NA	NA
"OTU587"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	"Coprinopsis_urticicola"
"OTU588"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	NA	NA	NA
"OTU589"	NA	NA	NA	NA	NA	NA	NA
"OTU590"	NA	NA	NA	NA	NA	NA	NA
"OTU591"	NA	NA	NA	NA	NA	NA	NA
"OTU592"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Lentitheciaceae"	"Darksidea"	"Darksidea_epsilon"
"OTU593"	NA	NA	NA	NA	NA	NA	NA
"OTU594"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_compressum"
"OTU595"	NA	NA	NA	NA	NA	NA	NA
"OTU596"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Xylariales_fam_Incertae_sedis"	"Pseudoanthostomella"	"Pseudoanthostomella_conorum"
"OTU597"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_sacchariolens"
"OTU598"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	"Ceratobasidium"	NA
"OTU599"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Septoglomus"	NA
"OTU600"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Dioszegia"	"Dioszegia_zsoltii_var._yunnanensis"
"OTU601"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Bolbitiaceae"	"Conocybe"	"Conocybe_moseri"
"OTU602"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU603"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU604"	NA	NA	NA	NA	NA	NA	NA
"OTU605"	NA	NA	NA	NA	NA	NA	NA
"OTU606"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Trichosporonaceae"	"Apiotrichum"	"Apiotrichum_scarabaeorum"
"OTU607"	NA	NA	NA	NA	NA	NA	NA
"OTU608"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	"Dominikia_iranica"
"OTU609"	NA	NA	NA	NA	NA	NA	NA
"OTU610"	NA	NA	NA	NA	NA	NA	NA
"OTU611"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliaceae"	NA	NA
"OTU612"	"Fungi"	"Ascomycota"	"Laboulbeniomycetes"	"Pyxidiophorales"	NA	NA	NA
"OTU613"	NA	NA	NA	NA	NA	NA	NA
"OTU614"	NA	NA	NA	NA	NA	NA	NA
"OTU615"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Hyaloscyphaceae"	"Cistella"	NA
"OTU616"	NA	NA	NA	NA	NA	NA	NA
"OTU617"	NA	NA	NA	NA	NA	NA	NA
"OTU618"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU619"	NA	NA	NA	NA	NA	NA	NA
"OTU620"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Cystofilobasidiales"	"Cystofilobasidiaceae"	"Cystofilobasidium"	"Cystofilobasidium_macerans"
"OTU621"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"OTU622"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"OTU623"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_arunalokei"
"OTU624"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Saccharomycodaceae"	"Hanseniaspora"	NA
"OTU625"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU626"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Erythrobasidiales"	NA	NA	NA
"OTU627"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"OTU628"	NA	NA	NA	NA	NA	NA	NA
"OTU629"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Erythrobasidiales"	"Erythrobasidiaceae"	"Erythrobasidium"	"Erythrobasidium_hasegawianum"
"OTU630"	NA	NA	NA	NA	NA	NA	NA
"OTU631"	NA	NA	NA	NA	NA	NA	NA
"OTU632"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Scutellinia"	NA
"OTU633"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinellus"	"Coprinellus_fuscocystidiatus"
"OTU634"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Cystobasidiales"	"Cystobasidiaceae"	"Cystobasidium"	"Cystobasidium_pinicola"
"OTU635"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliales_fam_Incertae_sedis"	"Vermispora"	"Vermispora_fusarina"
"OTU636"	NA	NA	NA	NA	NA	NA	NA
"OTU637"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Sporidiobolales"	"Sporidiobolaceae"	"Sporobolomyces"	"Sporobolomyces_ruberrimus"
"OTU638"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Tetragoniomycetaceae"	"Tetragoniomyces"	"Tetragoniomyces_uliginosus"
"OTU639"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Trimorphomycetaceae"	"Saitozyma"	"Saitozyma_podzolica"
"OTU640"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Auriculariales"	"Auriculariaceae"	"Auricularia"	NA
"OTU641"	NA	NA	NA	NA	NA	NA	NA
"OTU642"	NA	NA	NA	NA	NA	NA	NA
"OTU643"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Phaeosphaeria"	NA
"OTU644"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Sporidiobolales"	"Sporidiobolaceae"	"Sporobolomyces"	"Sporobolomyces_roseus"
"OTU645"	NA	NA	NA	NA	NA	NA	NA
"OTU646"	NA	NA	NA	NA	NA	NA	NA
"OTU647"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricomycetes_ord_Incertae_sedis"	"Agaricomycetes_fam_Incertae_sedis"	"Akenomyces"	"Akenomyces_costatus"
"OTU648"	NA	NA	NA	NA	NA	NA	NA
"OTU649"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"OTU650"	NA	NA	NA	NA	NA	NA	NA
"OTU651"	NA	NA	NA	NA	NA	NA	NA
"OTU652"	NA	NA	NA	NA	NA	NA	NA
"OTU653"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	NA	NA
"OTU654"	NA	NA	NA	NA	NA	NA	NA
"OTU655"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_kellermanii"
"OTU656"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Tremellaceae"	"Cryptococcus"	"Cryptococcus_aspenensis"
"OTU657"	NA	NA	NA	NA	NA	NA	NA
"OTU658"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_rishikesha"
